czo_id,hs_id,success
3676,13077a1371e54092ab49f2a98f051b0a,True
2653,c4d4e1f457a343a990931433034b1601,True
2591,eed0330d007d4c78a8e951674888cc3e,True
4612,30dcff29b21341649d2ccfe7e11ab486,True
4829,e4caa5adc0d8463c84edb763dc1a97e2,True
4828,821ce5c6fce44021afd19fc24e14b514,True
4155,bc6bba08a20647f3b7d3dfab2bc15fb5,True
4033,ef4777c58bb44a29aa6619e9f6926a8e,True
5285,428a9ecc936d4e9784e7294d4ea4302d,True
2609,18e21d914cc84dfc95bf11b46d2a15b3,True
4618,e59ac94cd4a64764b3ea91c7498ea58d,True
5190,80324707704b4afabca23cc5ddf7ac0d,False
4830,2ab711bb3f914abb8455ee38fe689fdc,True
2692,3cdeb683a1fe46b4875aaaf74f793686,True
4130,70a5b0e3f42e4bdd8a642855a5565a66,True
4129,0678462e4c5e4d2d9fbfc4b97f15ae39,True
5343,ff52b3ec6d5c459b9a74fd42ae49026c,True
5326,61898d1a741546e4bdee7786b0d0c071,True
5365,3a6f4c8037a544e0bb2edaa03354dbfc,True
5280,a44e223234f64f9383fc5944b4e0b666,True
5281,fdc7c69479b54cc499dfd0719846a9c6,True
4368,e60f407e191942c198abd3f9f9e5cbd6,True
3641,6bddb994555741da99a6faa654089921,True
2665,c4a918238bcd4a889fd401f468e350d0,True
2565,928689a7a99e4c7187ea1e47f1feea0f,True
